Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	A - Votos (Anterior)	A - Votos (Corrente)	A - Percentagem (Anterior)	A - Percentagem (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CDS-PP - Votos (Anterior)	CDS-PP - Votos (Corrente)	CDS-PP - Percentagem (Anterior)	CDS-PP - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MAS - Votos (Anterior)	MAS - Votos (Corrente)	MAS - Percentagem (Anterior)	MAS - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PDR - Votos (Anterior)	PDR - Votos (Corrente)	PDR - Percentagem (Anterior)	PDR - Percentagem (Corrente)	PNR - Votos (Anterior)	PNR - Votos (Corrente)	PNR - Percentagem (Anterior)	PNR - Percentagem (Corrente)	PPD/PSD - Votos (Anterior)	PPD/PSD - Votos (Corrente)	PPD/PSD - Percentagem (Anterior)	PPD/PSD - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM.PPV/CDC - Votos (Anterior)	PPM.PPV/CDC - Votos (Corrente)	PPM.PPV/CDC - Percentagem (Anterior)	PPM.PPV/CDC - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	PURP - Votos (Anterior)	PURP - Votos (Corrente)	PURP - Percentagem (Anterior)	PURP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-030322	Braga	Braga	Lamas	710	740	0.4944	0.5568	12	5	21	7	14	0	0.0399	0.0000	0	10	0.0000	0.0243	13	7	0.0370	0.0170	28	0	0.0798	0.0000	0	28	0.0000	0.0680	0	1	0.0000	0.0024	1	35	0.0028	0.0850	8	10	0.0228	0.0243	1	1	0.0028	0.0024	0	2	0.0000	0.0049	2	0	0.0057	0.0000	0	2	0.0000	0.0049	4	4	0.0114	0.0097	8	3	0.0228	0.0073	3	0	0.0085	0.0000	0	0	0.0000	0.0000	1	0	0.0028	0.0000	103	0	0.2934	0.0000	0	150	0.0000	0.3641	10	0	0.0285	0.0000	119	145	0.3390	0.3519	3	1	0.0085	0.0024	0	0	0.0000	0.0000	0	1	0.0000	0.0024	0	0	0.0000	0.0000
LOCAL-030325	Braga	Braga	Mire de Tibães	2221	2186	0.3679	0.4666	14	10	48	12	8	0	0.0098	0.0000	0	13	0.0000	0.0127	74	38	0.0906	0.0373	20	0	0.0245	0.0000	0	71	0.0000	0.0696	0	1	0.0000	0.0010	3	92	0.0037	0.0902	10	38	0.0122	0.0373	1	2	0.0012	0.0020	0	0	0.0000	0.0000	9	0	0.0110	0.0000	0	2	0.0000	0.0020	25	10	0.0306	0.0098	60	53	0.0734	0.0520	2	0	0.0024	0.0000	19	0	0.0233	0.0000	0	0	0.0000	0.0000	217	0	0.2656	0.0000	0	303	0.0000	0.2971	11	0	0.0135	0.0000	291	372	0.3562	0.3647	4	1	0.0049	0.0010	1	0	0.0012	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0020
LOCAL-030330	Braga	Braga	Padim da Graça	1500	1441	0.4067	0.5177	7	3	33	8	6	0	0.0098	0.0000	0	11	0.0000	0.0147	40	8	0.0656	0.0107	15	0	0.0246	0.0000	0	52	0.0000	0.0697	0	1	0.0000	0.0013	0	59	0.0000	0.0791	6	16	0.0098	0.0214	13	1	0.0213	0.0013	0	3	0.0000	0.0040	6	0	0.0098	0.0000	0	1	0.0000	0.0013	10	6	0.0164	0.0080	31	28	0.0508	0.0375	6	0	0.0098	0.0000	0	0	0.0000	0.0000	2	0	0.0033	0.0000	181	0	0.2967	0.0000	0	259	0.0000	0.3472	1	0	0.0016	0.0000	248	286	0.4066	0.3834	2	1	0.0033	0.0013	3	0	0.0049	0.0000	0	2	0.0000	0.0027	0	1	0.0000	0.0013
LOCAL-030331	Braga	Braga	Palmeira	5004	5090	0.3833	0.4413	42	11	105	27	40	0	0.0209	0.0000	0	29	0.0000	0.0129	178	86	0.0928	0.0383	101	0	0.0527	0.0000	0	171	0.0000	0.0761	0	6	0.0000	0.0027	15	263	0.0078	0.1171	36	92	0.0188	0.0410	4	4	0.0021	0.0018	0	1	0.0000	0.0004	17	4	0.0089	0.0018	0	2	0.0000	0.0009	83	23	0.0433	0.0102	72	55	0.0375	0.0245	16	0	0.0083	0.0000	7	0	0.0036	0.0000	5	0	0.0026	0.0000	517	0	0.2696	0.0000	0	723	0.0000	0.3219	28	0	0.0146	0.0000	649	740	0.3384	0.3295	1	3	0.0005	0.0013	2	0	0.0010	0.0000	0	2	0.0000	0.0009	0	4	0.0000	0.0018
LOCAL-030334	Braga	Braga	Pedralva	1064	1109	0.3224	0.4292	10	2	20	5	6	0	0.0175	0.0000	0	13	0.0000	0.0273	12	15	0.0350	0.0315	22	0	0.0641	0.0000	0	66	0.0000	0.1387	0	1	0.0000	0.0021	0	31	0.0000	0.0651	4	9	0.0117	0.0189	2	1	0.0058	0.0021	0	1	0.0000	0.0021	1	0	0.0029	0.0000	0	0	0.0000	0.0000	16	3	0.0466	0.0063	22	11	0.0641	0.0231	4	0	0.0117	0.0000	2	0	0.0058	0.0000	2	0	0.0058	0.0000	121	0	0.3528	0.0000	0	154	0.0000	0.3235	4	0	0.0117	0.0000	92	161	0.2682	0.3382	2	1	0.0058	0.0021	1	0	0.0029	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0042
LOCAL-030336	Braga	Braga	Priscos	1163	1246	0.4093	0.4382	14	4	45	8	6	0	0.0126	0.0000	0	10	0.0000	0.0183	33	11	0.0693	0.0201	65	0	0.1366	0.0000	0	49	0.0000	0.0897	0	0	0.0000	0.0000	2	56	0.0042	0.1026	7	19	0.0147	0.0348	3	1	0.0063	0.0018	0	1	0.0000	0.0018	5	1	0.0105	0.0018	0	1	0.0000	0.0018	21	10	0.0441	0.0183	13	7	0.0273	0.0128	2	0	0.0042	0.0000	4	0	0.0084	0.0000	1	0	0.0021	0.0000	111	0	0.2332	0.0000	0	230	0.0000	0.4212	3	0	0.0063	0.0000	138	136	0.2899	0.2491	0	0	0.0000	0.0000	3	0	0.0063	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0037
LOCAL-030338	Braga	Braga	Ruilhe	1055	1058	0.4057	0.5057	13	3	29	7	4	0	0.0093	0.0000	0	7	0.0000	0.0131	31	17	0.0724	0.0318	35	0	0.0818	0.0000	0	30	0.0000	0.0561	0	2	0.0000	0.0037	6	61	0.0140	0.1140	3	15	0.0070	0.0280	2	0	0.0047	0.0000	0	4	0.0000	0.0075	1	0	0.0023	0.0000	0	1	0.0000	0.0019	21	4	0.0491	0.0075	28	30	0.0654	0.0561	4	0	0.0093	0.0000	2	0	0.0047	0.0000	2	0	0.0047	0.0000	104	0	0.2430	0.0000	0	171	0.0000	0.3196	2	0	0.0047	0.0000	134	182	0.3131	0.3402	2	0	0.0047	0.0000	5	0	0.0117	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0019
LOCAL-030349	Braga	Braga	Braga (São Vicente)	11592	11509	0.3882	0.4309	109	39	244	63	79	0	0.0176	0.0000	0	47	0.0000	0.0095	571	289	0.1269	0.0583	317	0	0.0704	0.0000	0	401	0.0000	0.0809	0	12	0.0000	0.0024	46	605	0.0102	0.1220	91	237	0.0202	0.0478	15	3	0.0033	0.0006	0	4	0.0000	0.0008	67	1	0.0149	0.0002	0	6	0.0000	0.0012	246	46	0.0547	0.0093	347	204	0.0771	0.0411	26	0	0.0058	0.0000	13	0	0.0029	0.0000	17	0	0.0038	0.0000	965	0	0.2144	0.0000	0	1497	0.0000	0.3019	61	0	0.0136	0.0000	1267	1486	0.2816	0.2997	4	2	0.0009	0.0004	15	0	0.0033	0.0000	0	4	0.0000	0.0008	0	13	0.0000	0.0026
LOCAL-030351	Braga	Braga	Braga (São Vítor)	25604	25293	0.3559	0.3487	187	53	421	91	139	0	0.0153	0.0000	0	92	0.0000	0.0104	1187	495	0.1303	0.0561	590	0	0.0647	0.0000	0	751	0.0000	0.0851	0	20	0.0000	0.0023	119	1027	0.0131	0.1164	242	426	0.0266	0.0483	46	10	0.0050	0.0011	0	7	0.0000	0.0008	168	9	0.0184	0.0010	0	12	0.0000	0.0014	525	122	0.0576	0.0138	584	344	0.0641	0.0390	56	0	0.0061	0.0000	27	0	0.0030	0.0000	47	0	0.0052	0.0000	2123	0	0.2330	0.0000	0	2751	0.0000	0.3119	107	0	0.0117	0.0000	2509	2580	0.2753	0.2925	16	1	0.0018	0.0001	20	0	0.0022	0.0000	0	6	0.0000	0.0007	0	23	0.0000	0.0026
LOCAL-030354	Braga	Braga	Sequeira	1693	1692	0.4235	0.5160	21	13	40	14	4	0	0.0056	0.0000	0	11	0.0000	0.0126	54	39	0.0753	0.0447	29	0	0.0404	0.0000	0	55	0.0000	0.0630	0	1	0.0000	0.0011	3	71	0.0042	0.0813	5	23	0.0070	0.0263	1	0	0.0014	0.0000	0	1	0.0000	0.0011	1	1	0.0014	0.0011	0	0	0.0000	0.0000	30	7	0.0418	0.0080	31	23	0.0432	0.0263	8	0	0.0112	0.0000	7	0	0.0098	0.0000	1	0	0.0014	0.0000	222	0	0.3096	0.0000	0	335	0.0000	0.3837	1	0	0.0014	0.0000	256	274	0.3570	0.3139	2	1	0.0028	0.0011	1	0	0.0014	0.0000	0	2	0.0000	0.0023	0	2	0.0000	0.0023
LOCAL-030355	Braga	Braga	Sobreposta	1218	1275	0.3317	0.4110	14	2	29	6	2	0	0.0050	0.0000	0	12	0.0000	0.0229	25	21	0.0619	0.0401	29	0	0.0718	0.0000	0	59	0.0000	0.1126	0	0	0.0000	0.0000	0	45	0.0000	0.0859	3	11	0.0074	0.0210	0	2	0.0000	0.0038	0	1	0.0000	0.0019	4	0	0.0099	0.0000	0	1	0.0000	0.0019	17	6	0.0421	0.0115	9	7	0.0223	0.0134	3	0	0.0074	0.0000	3	0	0.0074	0.0000	0	0	0.0000	0.0000	148	0	0.3663	0.0000	0	211	0.0000	0.4027	4	0	0.0099	0.0000	111	138	0.2748	0.2634	2	0	0.0050	0.0000	1	0	0.0025	0.0000	0	2	0.0000	0.0038	0	0	0.0000	0.0000
LOCAL-030356	Braga	Braga	Tadim	1021	1043	0.4574	0.5580	20	21	37	9	5	0	0.0107	0.0000	0	18	0.0000	0.0309	27	27	0.0578	0.0464	30	0	0.0642	0.0000	0	37	0.0000	0.0636	0	5	0.0000	0.0086	4	59	0.0086	0.1014	3	19	0.0064	0.0326	1	2	0.0021	0.0034	0	1	0.0000	0.0017	2	0	0.0043	0.0000	0	0	0.0000	0.0000	13	5	0.0278	0.0086	26	6	0.0557	0.0103	4	0	0.0086	0.0000	2	0	0.0043	0.0000	1	0	0.0021	0.0000	109	0	0.2334	0.0000	0	154	0.0000	0.2646	10	0	0.0214	0.0000	170	217	0.3640	0.3729	3	0	0.0064	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0017	0	1	0.0000	0.0017
LOCAL-030357	Braga	Braga	Tebosa	965	983	0.3699	0.5280	9	2	13	9	8	0	0.0224	0.0000	0	7	0.0000	0.0135	21	13	0.0588	0.0250	21	0	0.0588	0.0000	0	38	0.0000	0.0732	0	0	0.0000	0.0000	1	49	0.0028	0.0944	3	9	0.0084	0.0173	1	1	0.0028	0.0019	0	0	0.0000	0.0000	1	0	0.0028	0.0000	0	2	0.0000	0.0039	15	8	0.0420	0.0154	12	13	0.0336	0.0250	1	0	0.0028	0.0000	2	0	0.0056	0.0000	1	0	0.0028	0.0000	91	0	0.2549	0.0000	0	184	0.0000	0.3545	8	0	0.0224	0.0000	149	178	0.4174	0.3430	0	3	0.0000	0.0058	0	0	0.0000	0.0000	0	3	0.0000	0.0058	0	0	0.0000	0.0000
LOCAL-030363	Braga	Braga	Arentim e Cunha	1356	1342	0.4867	0.5805	10	4	67	13	2	0	0.0030	0.0000	0	8	0.0000	0.0103	41	25	0.0621	0.0321	44	0	0.0667	0.0000	0	70	0.0000	0.0899	0	2	0.0000	0.0026	6	75	0.0091	0.0963	11	18	0.0167	0.0231	1	1	0.0015	0.0013	0	1	0.0000	0.0013	5	2	0.0076	0.0026	0	5	0.0000	0.0064	19	2	0.0288	0.0026	12	17	0.0182	0.0218	9	0	0.0136	0.0000	0	0	0.0000	0.0000	2	0	0.0030	0.0000	159	0	0.2409	0.0000	0	247	0.0000	0.3171	5	0	0.0076	0.0000	265	286	0.4015	0.3671	1	0	0.0015	0.0000	1	0	0.0015	0.0000	0	1	0.0000	0.0013	0	2	0.0000	0.0026
LOCAL-030364	Braga	Braga	Braga (Maximinos, Sé e Cividade)	13209	13006	0.3751	0.4225	101	33	233	65	62	0	0.0125	0.0000	0	75	0.0000	0.0136	615	305	0.1241	0.0555	281	0	0.0567	0.0000	0	504	0.0000	0.0917	0	18	0.0000	0.0033	26	560	0.0052	0.1019	111	286	0.0224	0.0520	10	6	0.0020	0.0011	0	2	0.0000	0.0004	81	9	0.0163	0.0016	0	7	0.0000	0.0013	237	89	0.0478	0.0162	350	228	0.0706	0.0415	51	0	0.0103	0.0000	25	0	0.0050	0.0000	29	0	0.0059	0.0000	1085	0	0.2190	0.0000	0	1556	0.0000	0.2832	66	0	0.0133	0.0000	1560	1733	0.3148	0.3154	13	3	0.0026	0.0005	19	0	0.0038	0.0000	0	5	0.0000	0.0009	0	11	0.0000	0.0020
LOCAL-030365	Braga	Braga	Braga (São José de São Lázaro e São João do Souto)	12800	12378	0.3935	0.4583	90	38	169	51	70	0	0.0139	0.0000	0	60	0.0000	0.0106	656	283	0.1302	0.0499	389	0	0.0772	0.0000	0	429	0.0000	0.0756	0	10	0.0000	0.0018	47	583	0.0093	0.1028	129	249	0.0256	0.0439	7	7	0.0014	0.0012	0	2	0.0000	0.0004	52	4	0.0103	0.0007	0	7	0.0000	0.0012	226	80	0.0449	0.0141	289	212	0.0574	0.0374	40	0	0.0079	0.0000	12	0	0.0024	0.0000	17	0	0.0034	0.0000	1215	0	0.2412	0.0000	0	1807	0.0000	0.3185	58	0	0.0115	0.0000	1546	1831	0.3069	0.3228	7	3	0.0014	0.0005	18	0	0.0036	0.0000	0	4	0.0000	0.0007	0	13	0.0000	0.0023
LOCAL-030366	Braga	Braga	Cabreiros e Passos (São Julião)	1992	1975	0.4332	0.5504	22	6	44	15	4	0	0.0046	0.0000	0	15	0.0000	0.0138	48	30	0.0556	0.0276	92	0	0.1066	0.0000	0	72	0.0000	0.0662	0	1	0.0000	0.0009	1	97	0.0012	0.0892	4	37	0.0046	0.0340	4	1	0.0046	0.0009	0	1	0.0000	0.0009	8	1	0.0093	0.0009	0	2	0.0000	0.0018	29	8	0.0336	0.0074	37	27	0.0429	0.0248	5	0	0.0058	0.0000	5	0	0.0058	0.0000	1	0	0.0012	0.0000	235	0	0.2723	0.0000	0	429	0.0000	0.3947	8	0	0.0093	0.0000	313	342	0.3627	0.3146	1	0	0.0012	0.0000	2	0	0.0023	0.0000	0	0	0.0000	0.0000	0	3	0.0000	0.0028
LOCAL-030367	Braga	Braga	Celeirós, Aveleda e Vimieiro	5963	6044	0.3810	0.4709	68	19	131	46	21	0	0.0092	0.0000	0	39	0.0000	0.0137	180	85	0.0792	0.0299	106	0	0.0467	0.0000	0	239	0.0000	0.0840	0	7	0.0000	0.0025	15	288	0.0066	0.1012	27	92	0.0119	0.0323	1	1	0.0004	0.0004	0	5	0.0000	0.0018	17	8	0.0075	0.0028	0	3	0.0000	0.0011	75	25	0.0330	0.0088	120	75	0.0528	0.0264	17	0	0.0075	0.0000	9	0	0.0040	0.0000	8	0	0.0035	0.0000	547	0	0.2408	0.0000	0	893	0.0000	0.3138	32	0	0.0141	0.0000	889	1013	0.3913	0.3559	2	4	0.0009	0.0014	7	0	0.0031	0.0000	0	3	0.0000	0.0011	0	1	0.0000	0.0004
LOCAL-030368	Braga	Braga	Crespos e Pousada	1221	1201	0.3530	0.4771	5	2	14	6	5	0	0.0116	0.0000	0	13	0.0000	0.0227	32	19	0.0742	0.0332	20	0	0.0464	0.0000	0	54	0.0000	0.0942	0	0	0.0000	0.0000	0	45	0.0000	0.0785	2	23	0.0046	0.0401	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0046	0.0000	0	2	0.0000	0.0035	10	3	0.0232	0.0052	15	10	0.0348	0.0175	6	0	0.0139	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	147	0	0.3411	0.0000	0	216	0.0000	0.3770	1	0	0.0023	0.0000	169	178	0.3921	0.3106	1	0	0.0023	0.0000	2	0	0.0046	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0035
LOCAL-030369	Braga	Braga	Escudeiros e Penso (Santo Estêvão e São Vicente)	1679	1699	0.3919	0.4962	19	4	49	18	7	0	0.0106	0.0000	0	18	0.0000	0.0214	49	23	0.0745	0.0273	42	0	0.0638	0.0000	0	69	0.0000	0.0819	0	0	0.0000	0.0000	8	89	0.0122	0.1056	6	15	0.0091	0.0178	2	1	0.0030	0.0012	0	1	0.0000	0.0012	4	1	0.0061	0.0012	0	1	0.0000	0.0012	19	5	0.0289	0.0059	17	15	0.0258	0.0178	4	0	0.0061	0.0000	6	0	0.0091	0.0000	5	0	0.0076	0.0000	197	0	0.2994	0.0000	0	280	0.0000	0.3321	7	0	0.0106	0.0000	215	300	0.3267	0.3559	2	0	0.0030	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0012	0	2	0.0000	0.0024
LOCAL-030370	Braga	Braga	Este (São Pedro e São Mamede)	3693	3858	0.3953	0.4764	36	11	93	26	22	0	0.0151	0.0000	0	43	0.0000	0.0234	107	55	0.0733	0.0299	86	0	0.0589	0.0000	0	176	0.0000	0.0958	0	3	0.0000	0.0016	8	198	0.0055	0.1077	18	58	0.0123	0.0316	3	2	0.0021	0.0011	0	2	0.0000	0.0011	18	1	0.0123	0.0005	0	2	0.0000	0.0011	51	15	0.0349	0.0082	66	33	0.0452	0.0180	10	0	0.0068	0.0000	2	0	0.0014	0.0000	8	0	0.0055	0.0000	353	0	0.2418	0.0000	0	576	0.0000	0.3134	25	0	0.0171	0.0000	549	631	0.3760	0.3433	5	1	0.0034	0.0005	0	0	0.0000	0.0000	0	1	0.0000	0.0005	0	4	0.0000	0.0022
LOCAL-030371	Braga	Braga	Ferreiros e Gondizalves	8316	8505	0.3641	0.3989	85	24	177	45	32	0	0.0106	0.0000	0	41	0.0000	0.0121	327	168	0.1080	0.0495	154	0	0.0509	0.0000	0	317	0.0000	0.0934	0	7	0.0000	0.0021	22	374	0.0073	0.1102	47	148	0.0155	0.0436	9	4	0.0030	0.0012	0	2	0.0000	0.0006	30	4	0.0099	0.0012	0	5	0.0000	0.0015	134	28	0.0443	0.0083	144	84	0.0476	0.0248	31	0	0.0102	0.0000	14	0	0.0046	0.0000	17	0	0.0056	0.0000	688	0	0.2272	0.0000	0	942	0.0000	0.2776	37	0	0.0122	0.0000	1061	1189	0.3504	0.3504	7	5	0.0023	0.0015	12	0	0.0040	0.0000	0	2	0.0000	0.0006	0	4	0.0000	0.0012
LOCAL-030372	Braga	Braga	Guisande e Oliveira (São Pedro)	895	973	0.4547	0.6341	13	1	22	7	2	0	0.0049	0.0000	0	6	0.0000	0.0097	19	15	0.0467	0.0243	15	0	0.0369	0.0000	0	52	0.0000	0.0843	0	3	0.0000	0.0049	1	72	0.0025	0.1167	7	9	0.0172	0.0146	1	0	0.0025	0.0000	0	1	0.0000	0.0016	0	2	0.0000	0.0032	0	0	0.0000	0.0000	20	9	0.0491	0.0146	11	10	0.0270	0.0162	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	0	0.0098	0.0000	124	0	0.3047	0.0000	0	213	0.0000	0.3452	3	0	0.0074	0.0000	162	213	0.3980	0.3452	3	2	0.0074	0.0032	0	0	0.0000	0.0000	0	1	0.0000	0.0016	0	1	0.0000	0.0016
LOCAL-030373	Braga	Braga	Lomar e Arcos	6177	6380	0.3796	0.4497	65	15	136	29	16	0	0.0068	0.0000	0	56	0.0000	0.0195	254	122	0.1083	0.0425	123	0	0.0525	0.0000	0	230	0.0000	0.0802	0	9	0.0000	0.0031	20	356	0.0085	0.1241	39	101	0.0166	0.0352	8	3	0.0034	0.0010	0	3	0.0000	0.0010	30	3	0.0128	0.0010	0	4	0.0000	0.0014	122	33	0.0520	0.0115	119	76	0.0507	0.0265	18	0	0.0077	0.0000	8	0	0.0034	0.0000	12	0	0.0051	0.0000	557	0	0.2375	0.0000	0	837	0.0000	0.2917	30	0	0.0128	0.0000	775	984	0.3305	0.3430	11	0	0.0047	0.0000	2	0	0.0009	0.0000	0	6	0.0000	0.0021	0	2	0.0000	0.0007
LOCAL-030374	Braga	Braga	Merelim (São Paio), Panoias e Parada de Tibães	4331	4458	0.3877	0.4704	48	12	84	23	15	0	0.0089	0.0000	0	23	0.0000	0.0110	112	93	0.0667	0.0443	90	0	0.0536	0.0000	0	160	0.0000	0.0763	0	5	0.0000	0.0024	4	211	0.0024	0.1006	21	68	0.0125	0.0324	3	1	0.0018	0.0005	0	3	0.0000	0.0014	27	0	0.0161	0.0000	0	4	0.0000	0.0019	80	21	0.0476	0.0100	156	110	0.0929	0.0525	28	0	0.0167	0.0000	5	0	0.0030	0.0000	6	0	0.0036	0.0000	268	0	0.1596	0.0000	0	603	0.0000	0.2876	22	0	0.0131	0.0000	595	752	0.3544	0.3586	112	1	0.0667	0.0005	3	0	0.0018	0.0000	0	2	0.0000	0.0010	0	5	0.0000	0.0024
LOCAL-030375	Braga	Braga	Merelim (São Pedro) e Frossos	3771	3961	0.4224	0.5032	59	11	93	33	21	0	0.0132	0.0000	0	25	0.0000	0.0125	184	84	0.1155	0.0421	73	0	0.0458	0.0000	0	176	0.0000	0.0883	0	2	0.0000	0.0010	14	247	0.0088	0.1239	35	85	0.0220	0.0426	4	3	0.0025	0.0015	0	2	0.0000	0.0010	21	3	0.0132	0.0015	0	9	0.0000	0.0045	82	20	0.0515	0.0100	78	42	0.0490	0.0211	11	0	0.0069	0.0000	4	0	0.0025	0.0000	4	0	0.0025	0.0000	376	0	0.2360	0.0000	0	587	0.0000	0.2945	18	0	0.0113	0.0000	502	659	0.3151	0.3307	5	1	0.0031	0.0005	9	0	0.0056	0.0000	0	1	0.0000	0.0005	0	3	0.0000	0.0015
LOCAL-030376	Braga	Braga	Morreira e Trandeiras	1230	1279	0.4561	0.5747	14	5	46	16	7	0	0.0125	0.0000	0	19	0.0000	0.0259	41	18	0.0731	0.0245	52	0	0.0927	0.0000	0	78	0.0000	0.1061	0	1	0.0000	0.0014	4	74	0.0071	0.1007	11	20	0.0196	0.0272	0	0	0.0000	0.0000	0	1	0.0000	0.0014	4	1	0.0071	0.0014	0	1	0.0000	0.0014	20	5	0.0357	0.0068	12	13	0.0214	0.0177	0	0	0.0000	0.0000	1	0	0.0018	0.0000	2	0	0.0036	0.0000	175	0	0.3119	0.0000	0	280	0.0000	0.3810	4	0	0.0071	0.0000	167	199	0.2977	0.2707	0	0	0.0000	0.0000	1	0	0.0018	0.0000	0	3	0.0000	0.0041	0	1	0.0000	0.0014
LOCAL-030377	Braga	Braga	Nogueira, Fraião e Lamaçães	13267	13600	0.4373	0.5357	138	38	327	82	123	0	0.0212	0.0000	0	65	0.0000	0.0089	760	367	0.1310	0.0504	410	0	0.0707	0.0000	0	500	0.0000	0.0686	0	10	0.0000	0.0014	92	1090	0.0159	0.1496	144	389	0.0248	0.0534	13	5	0.0022	0.0007	0	3	0.0000	0.0004	130	5	0.0224	0.0007	0	5	0.0000	0.0007	360	107	0.0620	0.0147	270	192	0.0465	0.0264	30	0	0.0052	0.0000	18	0	0.0031	0.0000	22	0	0.0038	0.0000	1403	0	0.2418	0.0000	0	2364	0.0000	0.3245	65	0	0.0112	0.0000	1475	2045	0.2542	0.2807	7	4	0.0012	0.0005	15	0	0.0026	0.0000	0	5	0.0000	0.0007	0	10	0.0000	0.0014
LOCAL-030378	Braga	Braga	Nogueiró e Tenões	4662	4893	0.4605	0.5267	40	11	98	34	61	0	0.0284	0.0000	0	31	0.0000	0.0120	270	129	0.1258	0.0501	149	0	0.0694	0.0000	0	140	0.0000	0.0543	0	3	0.0000	0.0012	36	406	0.0168	0.1575	93	135	0.0433	0.0524	3	3	0.0014	0.0012	0	0	0.0000	0.0000	42	0	0.0196	0.0000	0	3	0.0000	0.0012	133	33	0.0619	0.0128	123	76	0.0573	0.0295	11	0	0.0051	0.0000	4	0	0.0019	0.0000	7	0	0.0033	0.0000	514	0	0.2394	0.0000	0	925	0.0000	0.3589	24	0	0.0112	0.0000	530	644	0.2469	0.2499	0	0	0.0000	0.0000	9	0	0.0042	0.0000	0	0	0.0000	0.0000	0	4	0.0000	0.0016
LOCAL-030379	Braga	Braga	Real, Dume e Semelhe	10882	12088	0.3779	0.4369	100	27	237	67	50	0	0.0122	0.0000	0	61	0.0000	0.0116	569	252	0.1384	0.0477	188	0	0.0457	0.0000	0	479	0.0000	0.0907	0	4	0.0000	0.0008	38	745	0.0092	0.1411	72	207	0.0175	0.0392	17	6	0.0041	0.0011	0	8	0.0000	0.0015	55	7	0.0134	0.0013	0	12	0.0000	0.0023	225	65	0.0547	0.0123	278	187	0.0676	0.0354	29	0	0.0071	0.0000	17	0	0.0041	0.0000	23	0	0.0056	0.0000	771	0	0.1875	0.0000	0	1423	0.0000	0.2695	61	0	0.0148	0.0000	1369	1700	0.3329	0.3219	5	4	0.0012	0.0008	8	0	0.0019	0.0000	0	11	0.0000	0.0021	0	16	0.0000	0.0030
