Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	JPP - Votos (Anterior)	JPP - Votos (Corrente)	JPP - Percentagem (Anterior)	JPP - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	MPT.A - Votos (Anterior)	MPT.A - Votos (Corrente)	MPT.A - Percentagem (Anterior)	MPT.A - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PLS - Votos (Anterior)	PLS - Votos (Corrente)	PLS - Percentagem (Anterior)	PLS - Percentagem (Corrente)	PPD/PSD.CDS-PP - Votos (Anterior)	PPD/PSD.CDS-PP - Votos (Corrente)	PPD/PSD.CDS-PP - Percentagem (Anterior)	PPD/PSD.CDS-PP - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM - Votos (Anterior)	PPM - Votos (Corrente)	PPM - Percentagem (Anterior)	PPM - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-050212	Castelo Branco	Castelo Branco	Louriçal do Campo	445	451	0.6517	0.5987	3	4	5	5	3	5	0.0103	0.0185	5	2	0.0172	0.0074	51	65	0.1759	0.2407	0	0	0.0000	0.0000	3	3	0.0103	0.0111	0	0	0.0000	0.0000	2	1	0.0069	0.0037	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	6	0	0.0207	0.0000	5	2	0.0172	0.0074	4	2	0.0138	0.0074	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	97	0.0000	0.3593	83	0	0.2862	0.0000	0	0	0.0000	0.0000	118	84	0.4069	0.3111	0	0	0.0000	0.0000	1	0	0.0034	0.0000	1	0	0.0034	0.0000
LOCAL-050214	Castelo Branco	Castelo Branco	Malpica do Tejo	344	342	0.6163	0.6170	4	1	0	2	0	2	0.0000	0.0095	7	1	0.0330	0.0047	45	56	0.2123	0.2654	0	1	0.0000	0.0047	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	4	0.0047	0.0190	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0047	0.0000	1	0	0.0047	0.0000	24	18	0.1132	0.0853	3	2	0.0142	0.0095	0	0	0.0000	0.0000	0	19	0.0000	0.0900	20	0	0.0943	0.0000	0	0	0.0000	0.0000	105	104	0.4953	0.4929	0	0	0.0000	0.0000	0	1	0.0000	0.0047	1	0	0.0047	0.0000
LOCAL-050216	Castelo Branco	Castelo Branco	Monforte da Beira	280	283	0.6179	0.6360	3	1	3	5	4	4	0.0231	0.0222	2	2	0.0116	0.0111	33	20	0.1908	0.1111	0	0	0.0000	0.0000	7	3	0.0405	0.0167	0	0	0.0000	0.0000	1	2	0.0058	0.0111	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0116	0.0000	0	2	0.0000	0.0111	0	1	0.0000	0.0056	1	0	0.0058	0.0000	0	0	0.0000	0.0000	0	45	0.0000	0.2500	33	0	0.1908	0.0000	0	0	0.0000	0.0000	83	92	0.4798	0.5111	0	0	0.0000	0.0000	1	3	0.0058	0.0167	0	0	0.0000	0.0000
LOCAL-050220	Castelo Branco	Castelo Branco	Salgueiro do Campo	618	607	0.6650	0.6755	6	1	8	13	7	13	0.0170	0.0317	19	3	0.0462	0.0073	85	96	0.2068	0.2341	0	0	0.0000	0.0000	4	7	0.0097	0.0171	0	0	0.0000	0.0000	6	13	0.0146	0.0317	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0024	0.0000	2	1	0.0049	0.0024	4	4	0.0097	0.0098	0	1	0.0000	0.0024	0	0	0.0000	0.0000	0	108	0.0000	0.2634	90	0	0.2190	0.0000	0	0	0.0000	0.0000	176	149	0.4282	0.3634	0	0	0.0000	0.0000	3	0	0.0073	0.0000	0	1	0.0000	0.0024
LOCAL-050221	Castelo Branco	Castelo Branco	Santo André das Tojeiras	585	558	0.5504	0.5520	3	5	3	5	10	4	0.0311	0.0130	5	2	0.0155	0.0065	60	76	0.1863	0.2468	0	0	0.0000	0.0000	4	2	0.0124	0.0065	0	0	0.0000	0.0000	2	4	0.0062	0.0130	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0062	0.0000	6	3	0.0186	0.0097	3	4	0.0093	0.0130	4	1	0.0124	0.0032	0	0	0.0000	0.0000	0	117	0.0000	0.3799	117	0	0.3634	0.0000	0	0	0.0000	0.0000	103	84	0.3199	0.2727	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0032
LOCAL-050222	Castelo Branco	Castelo Branco	São Vicente da Beira	966	945	0.6035	0.6212	8	10	5	5	20	26	0.0343	0.0443	20	6	0.0343	0.0102	114	124	0.1955	0.2112	0	0	0.0000	0.0000	7	8	0.0120	0.0136	0	0	0.0000	0.0000	8	13	0.0137	0.0221	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	0	0.0069	0.0000	3	4	0.0051	0.0068	7	8	0.0120	0.0136	2	3	0.0034	0.0051	0	0	0.0000	0.0000	0	235	0.0000	0.4003	205	0	0.3516	0.0000	0	0	0.0000	0.0000	180	143	0.3087	0.2436	0	0	0.0000	0.0000	0	1	0.0000	0.0017	0	1	0.0000	0.0017
LOCAL-050223	Castelo Branco	Castelo Branco	Sarzedas	933	895	0.6152	0.5877	10	6	5	6	10	14	0.0174	0.0266	8	3	0.0139	0.0057	109	115	0.1899	0.2186	0	0	0.0000	0.0000	5	8	0.0087	0.0152	0	0	0.0000	0.0000	10	10	0.0174	0.0190	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0017	0.0000	4	1	0.0070	0.0019	4	3	0.0070	0.0057	2	1	0.0035	0.0019	0	0	0.0000	0.0000	0	219	0.0000	0.4163	214	0	0.3728	0.0000	0	1	0.0000	0.0019	191	139	0.3328	0.2643	0	0	0.0000	0.0000	1	0	0.0017	0.0000	0	0	0.0000	0.0000
LOCAL-050225	Castelo Branco	Castelo Branco	Tinalhas	494	489	0.6316	0.5603	3	5	3	4	6	6	0.0192	0.0219	11	4	0.0353	0.0146	77	80	0.2468	0.2920	0	0	0.0000	0.0000	10	8	0.0321	0.0292	0	0	0.0000	0.0000	8	5	0.0256	0.0182	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	10	3	0.0321	0.0109	4	2	0.0128	0.0073	0	1	0.0000	0.0036	0	0	0.0000	0.0000	0	81	0.0000	0.2956	93	0	0.2981	0.0000	0	3	0.0000	0.0109	83	68	0.2660	0.2482	0	0	0.0000	0.0000	3	3	0.0096	0.0109	1	1	0.0032	0.0036
LOCAL-050226	Castelo Branco	Castelo Branco	Cebolais de Cima e Retaxo	1591	1605	0.6882	0.6667	16	14	10	12	6	14	0.0055	0.0131	51	24	0.0466	0.0224	233	290	0.2128	0.2710	0	2	0.0000	0.0019	29	32	0.0265	0.0299	0	0	0.0000	0.0000	15	23	0.0137	0.0215	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.0027	0.0000	25	14	0.0228	0.0131	44	35	0.0402	0.0327	7	6	0.0064	0.0056	0	0	0.0000	0.0000	0	221	0.0000	0.2065	171	0	0.1562	0.0000	0	0	0.0000	0.0000	483	377	0.4411	0.3523	0	0	0.0000	0.0000	1	4	0.0009	0.0037	1	2	0.0009	0.0019
LOCAL-050227	Castelo Branco	Castelo Branco	Escalos de Baixo e Mata	1013	1007	0.6259	0.5899	7	7	13	8	12	9	0.0189	0.0152	24	7	0.0379	0.0118	163	187	0.2571	0.3148	1	0	0.0016	0.0000	13	15	0.0205	0.0253	0	0	0.0000	0.0000	17	21	0.0268	0.0354	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.0047	0.0000	9	7	0.0142	0.0118	6	10	0.0095	0.0168	3	1	0.0047	0.0017	0	0	0.0000	0.0000	0	137	0.0000	0.2306	134	0	0.2114	0.0000	0	1	0.0000	0.0017	223	183	0.3517	0.3081	0	0	0.0000	0.0000	3	0	0.0047	0.0000	3	1	0.0047	0.0017
LOCAL-050228	Castelo Branco	Castelo Branco	Escalos de Cima e Lousa	1255	1257	0.6430	0.6150	12	11	6	13	12	20	0.0149	0.0259	35	13	0.0434	0.0168	191	214	0.2367	0.2768	1	1	0.0012	0.0013	19	13	0.0235	0.0168	0	0	0.0000	0.0000	10	11	0.0124	0.0142	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	5	0	0.0062	0.0000	13	7	0.0161	0.0091	10	8	0.0124	0.0103	3	2	0.0037	0.0026	0	0	0.0000	0.0000	0	177	0.0000	0.2290	160	0	0.1983	0.0000	0	1	0.0000	0.0013	327	281	0.4052	0.3635	0	0	0.0000	0.0000	2	1	0.0025	0.0013	1	0	0.0012	0.0000
LOCAL-050229	Castelo Branco	Castelo Branco	Freixial e Juncal do Campo	642	642	0.6900	0.6449	16	10	6	7	6	8	0.0135	0.0193	16	9	0.0361	0.0217	87	124	0.1964	0.2995	0	0	0.0000	0.0000	7	6	0.0158	0.0145	0	0	0.0000	0.0000	11	14	0.0248	0.0338	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0045	0.0000	9	3	0.0203	0.0072	7	6	0.0158	0.0145	4	0	0.0090	0.0000	0	0	0.0000	0.0000	0	89	0.0000	0.2150	92	0	0.2077	0.0000	0	0	0.0000	0.0000	175	135	0.3950	0.3261	0	0	0.0000	0.0000	5	3	0.0113	0.0072	0	0	0.0000	0.0000
LOCAL-050230	Castelo Branco	Castelo Branco	Ninho do Açor e Sobral do Campo	641	630	0.6552	0.6222	4	6	2	5	6	14	0.0143	0.0357	12	5	0.0286	0.0128	114	139	0.2714	0.3546	0	0	0.0000	0.0000	10	11	0.0238	0.0281	0	0	0.0000	0.0000	10	5	0.0238	0.0128	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.0071	0.0000	6	8	0.0143	0.0204	3	2	0.0071	0.0051	1	0	0.0024	0.0000	0	0	0.0000	0.0000	0	110	0.0000	0.2806	112	0	0.2667	0.0000	0	1	0.0000	0.0026	134	85	0.3190	0.2168	0	0	0.0000	0.0000	1	1	0.0024	0.0026	2	0	0.0048	0.0000
LOCAL-050231	Castelo Branco	Castelo Branco	Póvoa de Rio de Moinhos e Cafede	838	840	0.6468	0.5976	14	6	14	14	6	13	0.0111	0.0259	18	9	0.0332	0.0179	139	147	0.2565	0.2928	0	0	0.0000	0.0000	25	18	0.0461	0.0359	0	0	0.0000	0.0000	21	14	0.0387	0.0279	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0037	0.0000	8	4	0.0148	0.0080	8	7	0.0148	0.0139	1	2	0.0018	0.0040	0	0	0.0000	0.0000	0	143	0.0000	0.2849	117	0	0.2159	0.0000	0	6	0.0000	0.0120	166	118	0.3063	0.2351	0	0	0.0000	0.0000	1	0	0.0018	0.0000	2	1	0.0037	0.0020
LOCAL-050302	Castelo Branco	Covilhã	Aldeia de São Francisco de Assis	449	446	0.6503	0.6323	3	1	1	4	3	5	0.0103	0.0177	6	3	0.0205	0.0106	59	74	0.2021	0.2624	0	0	0.0000	0.0000	4	3	0.0137	0.0106	0	0	0.0000	0.0000	1	6	0.0034	0.0213	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	4	0.0137	0.0142	14	14	0.0479	0.0496	3	0	0.0103	0.0000	0	0	0.0000	0.0000	0	50	0.0000	0.1773	43	0	0.1473	0.0000	0	0	0.0000	0.0000	150	115	0.5137	0.4078	0	0	0.0000	0.0000	1	1	0.0034	0.0035	0	2	0.0000	0.0071
LOCAL-050305	Castelo Branco	Covilhã	Boidobra	2737	2736	0.7340	0.6849	23	28	38	32	21	19	0.0105	0.0101	100	37	0.0498	0.0197	297	345	0.1478	0.1841	1	2	0.0005	0.0011	73	67	0.0363	0.0358	0	0	0.0000	0.0000	55	63	0.0274	0.0336	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.0015	0.0000	29	26	0.0144	0.0139	89	91	0.0443	0.0486	12	6	0.0060	0.0032	0	0	0.0000	0.0000	0	505	0.0000	0.2695	484	0	0.2409	0.0000	0	2	0.0000	0.0011	778	645	0.3873	0.3442	0	0	0.0000	0.0000	5	3	0.0025	0.0016	1	3	0.0005	0.0016
LOCAL-050308	Castelo Branco	Covilhã	Cortes do Meio	699	688	0.6466	0.6294	11	12	8	6	5	14	0.0111	0.0323	25	5	0.0553	0.0115	60	67	0.1327	0.1547	0	1	0.0000	0.0023	10	14	0.0221	0.0323	0	0	0.0000	0.0000	7	7	0.0155	0.0162	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.0066	0.0000	3	5	0.0066	0.0115	17	20	0.0376	0.0462	2	3	0.0044	0.0069	0	0	0.0000	0.0000	0	123	0.0000	0.2841	87	0	0.1925	0.0000	0	0	0.0000	0.0000	211	152	0.4668	0.3510	0	0	0.0000	0.0000	1	2	0.0022	0.0046	2	2	0.0044	0.0046
LOCAL-050309	Castelo Branco	Covilhã	Dominguizo	917	912	0.6707	0.6700	13	10	4	6	4	10	0.0065	0.0164	22	9	0.0358	0.0147	114	151	0.1854	0.2471	3	1	0.0049	0.0016	17	12	0.0276	0.0196	0	0	0.0000	0.0000	12	14	0.0195	0.0229	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0016	0.0000	8	5	0.0130	0.0082	15	10	0.0244	0.0164	2	3	0.0033	0.0049	0	0	0.0000	0.0000	0	190	0.0000	0.3110	175	0	0.2846	0.0000	0	0	0.0000	0.0000	222	186	0.3610	0.3044	0	0	0.0000	0.0000	3	4	0.0049	0.0065	0	0	0.0000	0.0000
LOCAL-050310	Castelo Branco	Covilhã	Erada	606	602	0.6716	0.6694	4	5	10	6	8	10	0.0197	0.0248	20	10	0.0491	0.0248	69	85	0.1695	0.2109	0	0	0.0000	0.0000	7	3	0.0172	0.0074	0	0	0.0000	0.0000	6	14	0.0147	0.0347	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	3	0.0049	0.0074	2	4	0.0049	0.0099	1	0	0.0025	0.0000	0	0	0.0000	0.0000	0	100	0.0000	0.2481	70	0	0.1720	0.0000	0	1	0.0000	0.0025	205	162	0.5037	0.4020	0	0	0.0000	0.0000	3	0	0.0074	0.0000	0	0	0.0000	0.0000
LOCAL-050311	Castelo Branco	Covilhã	Ferro	1365	1375	0.6396	0.6044	10	14	17	10	9	15	0.0103	0.0181	61	24	0.0699	0.0289	163	207	0.1867	0.2491	1	1	0.0011	0.0012	20	35	0.0229	0.0421	0	0	0.0000	0.0000	14	22	0.0160	0.0265	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0023	0.0000	13	14	0.0149	0.0168	21	24	0.0241	0.0289	2	2	0.0023	0.0024	0	0	0.0000	0.0000	0	208	0.0000	0.2503	188	0	0.2153	0.0000	0	4	0.0000	0.0048	340	249	0.3895	0.2996	0	0	0.0000	0.0000	11	1	0.0126	0.0012	1	1	0.0011	0.0012
LOCAL-050312	Castelo Branco	Covilhã	Orjais	629	628	0.6948	0.6768	5	7	5	5	5	13	0.0114	0.0306	19	6	0.0435	0.0141	56	82	0.1281	0.1929	1	0	0.0023	0.0000	11	13	0.0252	0.0306	0	0	0.0000	0.0000	12	10	0.0275	0.0235	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0046	0.0000	11	2	0.0252	0.0047	6	9	0.0137	0.0212	3	2	0.0069	0.0047	0	0	0.0000	0.0000	0	111	0.0000	0.2612	98	0	0.2243	0.0000	0	0	0.0000	0.0000	200	165	0.4577	0.3882	0	0	0.0000	0.0000	2	0	0.0046	0.0000	1	0	0.0023	0.0000
LOCAL-050314	Castelo Branco	Covilhã	Paul	1329	1321	0.5989	0.5738	7	9	10	8	6	8	0.0075	0.0106	32	16	0.0402	0.0211	185	224	0.2324	0.2955	1	2	0.0013	0.0026	19	20	0.0239	0.0264	0	0	0.0000	0.0000	21	19	0.0264	0.0251	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	6	0	0.0075	0.0000	14	7	0.0176	0.0092	32	43	0.0402	0.0567	2	4	0.0025	0.0053	0	0	0.0000	0.0000	0	210	0.0000	0.2770	188	0	0.2362	0.0000	0	4	0.0000	0.0053	268	180	0.3367	0.2375	0	0	0.0000	0.0000	3	2	0.0038	0.0026	2	2	0.0025	0.0026
LOCAL-050315	Castelo Branco	Covilhã	Peraboa	864	864	0.5845	0.5833	6	4	5	3	7	6	0.0139	0.0119	21	3	0.0416	0.0060	108	120	0.2139	0.2381	1	0	0.0020	0.0000	6	7	0.0119	0.0139	0	0	0.0000	0.0000	6	12	0.0119	0.0238	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	0	0.0079	0.0000	5	1	0.0099	0.0020	3	8	0.0059	0.0159	1	0	0.0020	0.0000	0	0	0.0000	0.0000	0	172	0.0000	0.3413	140	0	0.2772	0.0000	0	1	0.0000	0.0020	191	164	0.3782	0.3254	0	0	0.0000	0.0000	1	1	0.0020	0.0020	0	2	0.0000	0.0040
LOCAL-050318	Castelo Branco	Covilhã	São Jorge da Beira	499	489	0.6273	0.6217	9	7	8	4	2	4	0.0064	0.0132	7	3	0.0224	0.0099	23	27	0.0735	0.0888	1	2	0.0032	0.0066	1	4	0.0032	0.0132	0	0	0.0000	0.0000	4	6	0.0128	0.0197	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0064	0.0000	4	2	0.0128	0.0066	4	10	0.0128	0.0329	4	1	0.0128	0.0033	0	0	0.0000	0.0000	0	76	0.0000	0.2500	65	0	0.2077	0.0000	0	0	0.0000	0.0000	178	156	0.5687	0.5132	0	0	0.0000	0.0000	1	2	0.0032	0.0066	0	0	0.0000	0.0000
LOCAL-050322	Castelo Branco	Covilhã	Sobral de São Miguel	297	303	0.6532	0.6535	2	1	3	5	6	5	0.0309	0.0253	6	3	0.0309	0.0152	20	22	0.1031	0.1111	0	0	0.0000	0.0000	4	5	0.0206	0.0253	0	0	0.0000	0.0000	2	1	0.0103	0.0051	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0103	0.0000	1	0	0.0052	0.0000	4	2	0.0206	0.0101	4	0	0.0206	0.0000	0	0	0.0000	0.0000	0	67	0.0000	0.3384	59	0	0.3041	0.0000	0	2	0.0000	0.0101	80	83	0.4124	0.4192	0	0	0.0000	0.0000	1	0	0.0052	0.0000	0	2	0.0000	0.0101
LOCAL-050324	Castelo Branco	Covilhã	Tortosendo	4665	4710	0.7269	0.7008	33	37	32	43	22	36	0.0065	0.0109	171	48	0.0504	0.0145	513	673	0.1513	0.2039	4	1	0.0012	0.0003	73	98	0.0215	0.0297	0	0	0.0000	0.0000	82	96	0.0242	0.0291	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	10	0	0.0029	0.0000	47	23	0.0139	0.0070	261	252	0.0770	0.0763	17	16	0.0050	0.0048	0	0	0.0000	0.0000	0	818	0.0000	0.2478	747	0	0.2203	0.0000	0	2	0.0000	0.0006	1371	1147	0.4043	0.3475	0	0	0.0000	0.0000	6	8	0.0018	0.0024	2	3	0.0006	0.0009
LOCAL-050325	Castelo Branco	Covilhã	Unhais da Serra	1031	1024	0.6819	0.6553	13	24	4	5	4	8	0.0057	0.0119	38	11	0.0541	0.0164	124	148	0.1764	0.2206	1	0	0.0014	0.0000	7	12	0.0100	0.0179	0	0	0.0000	0.0000	11	7	0.0156	0.0104	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0028	0.0000	11	8	0.0156	0.0119	16	22	0.0228	0.0328	11	3	0.0156	0.0045	0	0	0.0000	0.0000	0	151	0.0000	0.2250	130	0	0.1849	0.0000	0	1	0.0000	0.0015	328	270	0.4666	0.4024	0	0	0.0000	0.0000	2	0	0.0028	0.0000	1	1	0.0014	0.0015
LOCAL-050327	Castelo Branco	Covilhã	Verdelhos	539	529	0.4750	0.4083	7	5	5	2	4	4	0.0156	0.0185	6	1	0.0234	0.0046	66	73	0.2578	0.3380	0	0	0.0000	0.0000	2	3	0.0078	0.0139	0	0	0.0000	0.0000	4	1	0.0156	0.0046	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	5	0.0117	0.0231	7	11	0.0273	0.0509	3	0	0.0117	0.0000	0	0	0.0000	0.0000	0	36	0.0000	0.1667	30	0	0.1172	0.0000	0	0	0.0000	0.0000	117	75	0.4570	0.3472	0	0	0.0000	0.0000	2	0	0.0078	0.0000	0	0	0.0000	0.0000
LOCAL-050332	Castelo Branco	Covilhã	Barco e Coutada	835	817	0.5617	0.5569	8	8	6	3	6	9	0.0128	0.0198	47	13	0.1002	0.0286	80	87	0.1706	0.1912	0	1	0.0000	0.0022	8	15	0.0171	0.0330	0	0	0.0000	0.0000	7	9	0.0149	0.0198	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	5	5	0.0107	0.0110	4	2	0.0085	0.0044	1	1	0.0021	0.0022	0	0	0.0000	0.0000	0	125	0.0000	0.2747	106	0	0.2260	0.0000	0	0	0.0000	0.0000	186	177	0.3966	0.3890	0	0	0.0000	0.0000	5	0	0.0107	0.0000	0	0	0.0000	0.0000
LOCAL-050333	Castelo Branco	Covilhã	Cantar-Galo e Vila do Carvalho	3125	3044	0.6352	0.6216	24	41	22	28	20	31	0.0101	0.0164	125	53	0.0630	0.0280	229	355	0.1154	0.1876	0	0	0.0000	0.0000	35	33	0.0176	0.0174	0	0	0.0000	0.0000	46	52	0.0232	0.0275	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0010	0.0000	19	23	0.0096	0.0122	90	83	0.0453	0.0439	13	12	0.0065	0.0063	0	0	0.0000	0.0000	0	341	0.0000	0.1802	265	0	0.1335	0.0000	0	3	0.0000	0.0016	1085	830	0.5466	0.4387	0	0	0.0000	0.0000	7	4	0.0035	0.0021	3	3	0.0015	0.0016
LOCAL-050334	Castelo Branco	Covilhã	Casegas e Ourondo	730	715	0.4740	0.4713	8	5	6	7	13	11	0.0376	0.0326	6	4	0.0173	0.0119	39	60	0.1127	0.1780	0	0	0.0000	0.0000	4	4	0.0116	0.0119	0	0	0.0000	0.0000	6	7	0.0173	0.0208	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0029	0.0000	0	1	0.0000	0.0030	17	19	0.0491	0.0564	2	2	0.0058	0.0059	0	0	0.0000	0.0000	0	94	0.0000	0.2789	79	0	0.2283	0.0000	0	0	0.0000	0.0000	162	123	0.4682	0.3650	0	0	0.0000	0.0000	2	0	0.0058	0.0000	1	0	0.0029	0.0000
LOCAL-050335	Castelo Branco	Covilhã	Covilhã e Canhoso	16404	16291	0.6854	0.6566	110	101	161	148	71	96	0.0063	0.0090	670	256	0.0596	0.0239	1300	1687	0.1156	0.1577	10	12	0.0009	0.0011	360	380	0.0320	0.0355	0	0	0.0000	0.0000	309	490	0.0275	0.0458	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	24	0	0.0021	0.0000	153	118	0.0136	0.0110	346	328	0.0308	0.0307	46	42	0.0041	0.0039	0	0	0.0000	0.0000	0	3214	0.0000	0.3005	3033	0	0.2698	0.0000	0	4	0.0000	0.0004	4619	3790	0.4108	0.3543	0	0	0.0000	0.0000	20	16	0.0018	0.0015	11	15	0.0010	0.0014
LOCAL-050336	Castelo Branco	Covilhã	Peso e Vales do Rio	1215	1198	0.6650	0.6185	8	7	17	20	8	16	0.0099	0.0216	21	8	0.0260	0.0108	106	126	0.1312	0.1700	0	0	0.0000	0.0000	19	20	0.0235	0.0270	0	0	0.0000	0.0000	21	14	0.0260	0.0189	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	0	0.0050	0.0000	12	2	0.0149	0.0027	21	13	0.0260	0.0175	4	2	0.0050	0.0027	0	0	0.0000	0.0000	0	232	0.0000	0.3131	203	0	0.2512	0.0000	0	0	0.0000	0.0000	359	278	0.4443	0.3752	0	0	0.0000	0.0000	3	3	0.0037	0.0040	2	0	0.0025	0.0000
